CODIGO,C,6;DESCRICAO,C,55;GRUPO,C,12;CADASTRO,D;CUSTO,N,14,4;VENDA_ATU,N,14,4;VENDA_ANT,N,14,4;MARGEM,N,14,4;ESTOQUE,N,14,4;MINIMO,N,14,4;INVENTARIO,D;CODIGOFOR,C,5;PORCENTAGE,N,14,4;CLASSE,C,1;ETIQUETA,C,1;ATIVO,C,1;BARRA,C,13;HORA,C,5;ALTERADO,C,1;VALIDADE,D;VENDA_PRO,N,14,4;EMPRESTIMO,N,14,4;DESCONTO,N,14,4;QTDE_PONTO,N,5,0;PODE_PRECO,C,1;PODE_DESC,C,1;ATUALIZAR,C,1;UNIDADES,N,14,4;LOCAL,C,10;DESC_PRAZO,C,1;QTD_VALIDA,N,14,4;COD_AUX1,C,9;MIN_ULT,N,5,0;MIN_DATA,D;MIN_DIAS,N,3,0;VINCULADO,N,14,4;APRESENTAC,C,2;BLOQ_PRECO,C,1;BLOQ_DESC,C,1;FRACAO,N,14,4;PESO,N,14,4;SUBGRUPO,C,15;REFERENCIA,C,55;VASILHAME,N,14,4;NP01_PORC,N,14,4;NP02_PORC,N,14,4;NP03_PORC,N,14,4;NP04_PORC,N,14,4;NP01_VALOR,N,14,4;NP02_VALOR,N,14,4;NP03_VALOR,N,14,4;NP04_VALOR,N,14,4;CONJ_ESTOQ,C,1;CONJ_CODIG,C,6;CONJ_QTD,N,14,4;ALIQ_ICMS,N,14,4;ALIQ_IPI,N,14,4;ALIQ_ISS,N,14,4;TIPO_PRODU,C,1;ICMS_SUBS,C,1;SIT_TRIBUT,C,3;CUSTO_BRUT,N,14,4;DESC01,N,14,4;DESC02,N,14,4;DESC03,N,14,4;DESC04,N,14,4;CUSTO_IPI,N,14,4;CUSTO_MEDI,N,14,4;CUSTO_FRET,N,14,4;ICMS_RED,C,1;C_FISCAL,C,14;ATU_CAIXA,C,1;ATU_PRECO,C,1
004318;ENXAGUANTE BUCAL CEPACOL MENTA;PRODUTOS;29/02/2012;6,3;9;8;42,86;0;0;09/02/2016;00001;0;A;N;S;7891058011413;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;8;8;8;8;N;;0;0;0;0;;;;6,3;0;0;0;0;0;6,3;0;;;S;S
004319;ENXAGUANTE BUCAL CEPACOL TRAD;PRODUTOS;29/02/2012;6,64;9;10,5;35,54;0;0;12/04/2017;00001;0;A;N;S;7891058011437;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;10,5;10,5;10,5;10,5;N;;0;0;0;0;;;;6,64;0;0;0;0;0;6,64;0;;;S;S
004320;DOCE LEITE TRADICIONAL 650G;AVULSO;07/03/2012;5,5;7,35;0;33,64;0;0;07/03/2012;00001;0;A;N;S;7898201590504;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;5,5;0;0;0;0;0;5,5;0;;;S;S
004321;DOCE DE LEITE 400G;AVULSO;07/03/2012;3,8;5;0;31,58;0;0;03/05/2016;00001;0;A;N;S;7898201590474;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0008;-0,0008;-0,0008;-0,0008;5;5;5;5;N;;0;0;0;0;;;;3,8;0;0;0;0;0;3,8;0;;;S;S
004322;DETERGENTE LIMPOL NEUTRO;AVULSO;07/03/2012;1,29;1,7;5;31,58;3;0;25/09/2018;00001;0;A;N;S;7891022638004;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0008;-0,0008;-0,0008;-0,0008;5;5;5;5;N;;0;0;0;0;;;;1,29;0;0;0;0;0;1,29;0;;;S;S
004323;FRALDA TURMA DA MONICA G 28 UNID;PRODUTOS;08/03/2012;17,82;25;25;40,29;4;0;08/02/2016;00001;0;A;N;S;7896007513314;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;24;24;24;24;N;;0;0;0;0;;;;17,82;0;0;0;0;0;17,82;0;;;S;S
004324;TANG LARANJA DOCINHA;PRODUTOS;08/03/2012;0,82;1,1;1,1;34,15;-26;0;23/01/2018;00001;0;A;N;S;7622210762894;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,1;1,1;1,1;1,1;N;;0;0;0;0;;;;0,82;0;0;0;0;0;0,82;0;;;S;S
004325;SAND HAV KIDS ATHELETIC 33/34 MARINHO;PRODUTOS;08/03/2012;12,46;18;17;44,46;0;0;12/06/2017;00001;0;A;N;S;7891224671496;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0027;-0,0027;-0,0027;-0,0027;0,95;0,95;0,95;0,95;N;;0;0;0;0;;;;12,46;0;0;0;0;0;12,39;0;;;S;S
004326;BALA AZEDINHA MORANGO;AVULSO;08/03/2012;4,79;6,75;1;40,92;0;0;22/09/2018;00001;0;A;N;S;7896286615242;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0025;-0,0025;-0,0025;-0,0025;1;1;1;1;N;;0;0;0;0;;;;4,79;0;0;0;0;0;4,79;0;;;S;S
004327;FARINHA KI-FLOR TORRADA 1KG;AVULSO;08/03/2012;3,59;4,7;3,35;30,92;0;0;03/05/2016;00001;0;A;N;S;7896391200135;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0006;-0,0006;-0,0006;-0,0006;4,7;4,7;4,7;4,7;N;;0;0;0;0;;;;3,59;0;0;0;0;0;3,59;0;;;S;S
004328;DETERGENTE LIQUIDO ARIEL 1L;PRODUTOS;08/03/2012;6,29;11,7;8,25;86,0095;0;0;29/05/2018;00001;0;A;N;S;7501006705928;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;11,7;11,7;11,7;11,7;N;;0;0;0;0;;;;6,29;0;0;0;0;0;6,17;0;;;S;S
004329;APARELHO PREST GILETE FEMININO;PRODUTOS;08/03/2012;3,35;4,25;2;26,87;5;0;16/05/2017;00001;0;A;N;S;7501009224082;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0008;0,0008;0,0008;0,0008;2;2;2;2;N;;0;0;0;0;;;;3,35;0;0;0;0;0;3,35;0;;;S;S
004330;VANISH 120 GRS CRYSTAL;AVULSO;13/03/2012;5,85;7,95;8;35,9;1;0;24/08/2016;00001;0;A;N;S;7891035040535;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0014;-0,0014;-0,0014;-0,0014;7,5;7,5;7,5;7,5;N;;0;0;0;0;;;;5,85;0;0;0;0;0;5,85;0;;;S;S
004331;SHAMPOO ELSEVE NUTRICAO 400ML;BEBIDAS;13/03/2012;7,95;11;3,2962;38,36;0;0;23/08/2016;00001;0;A;N;S;7898587774338;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,1163;0,1163;0,1163;0,1163;3,3;3,3;3,3;3,3;N;;0;0;0;0;;;;7,95;0;0;0;0;0;7,95;0;;;S;S
004332;CONDICIONADOR ELSEVE REPARACAO TOTAL;PRODUTOS;13/03/2012;8,4;12,5;12,5;48,81;0;0;20/10/2016;00001;0;A;N;S;7899026420571;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;12,5;12,5;12,5;12,5;N;;0;0;0;0;;;;8,4;0;0;0;0;0;8,4;0;;;S;S
004333;BISC NESTLE NESCAU 140G;PRODUTOS;13/03/2012;1,9;2,65;2,95;39,47;0;0;13/03/2012;00001;0;A;N;S;7891000089279;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;1,9;0;0;0;0;0;1,9;0;;;S;S
004334;BISC NESTLE PRESTIGIO 140G;PRODUTOS;13/03/2012;2,2;2,95;3;34,09;2;0;10/10/2012;00001;0;A;N;S;7891000089231;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;2,2;0;0;0;0;0;2,2;0;;;S;S
004335;CERA INGLEZA MAX ESPECIAL MADEIRAS;PRODUTOS;14/03/2012;6,61;9;9,5;36,16;0;0;06/02/2016;00001;0;A;N;S;7891242000025;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;10;10;10;10;N;;0;0;0;0;;;;6,61;0;0;0;0;0;6,61;0;;;S;S
004336;ARROZ CODIL 2 KG;AVULSO;17/03/2012;4,6;5,5002;4,1499;19,57;-2;0;14/08/2017;00001;0;A;N;S;7897105500176;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,004;-0,004;-0,004;-0,004;5,5;5,5;5,5;5,5;N;;0;0;0;0;;;;4,6;0;0;0;0;0;4,6;0;;;S;S
004337;CAFE TRES CORACOES TRADICIONAL;AVULSO;17/03/2012;8,29;10,5;11;26,66;8;0;11/01/2017;00001;0;A;N;S;7896005800010;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;11,5;11,5;11,5;11,5;N;;0;0;0;0;;;;8,29;0;0;0;0;0;8,395;0;;;S;S
004338;DESODORANTE NIVEA CLEAR SKIN;AVULSO;17/03/2012;10,29;14;12,7498;36,07;1;0;10/03/2017;00001;0;A;N;S;4005808631322;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0019;0,0019;0,0019;0,0019;12,75;12,75;12,75;12,75;N;;0;0;0;0;;;;10,29;0;0;0;0;0;10,29;0;;;S;S
004339;SAND HAV CASUAL 39/40 VERDE;HAVAIANAS;17/03/2012;21;30;14,9995;42,86;0;0;21/10/2016;00001;0;A;N;S;7891224655663;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0034;0,0034;0,0034;0,0034;15;15;15;15;N;;0;0;0;0;;;;21;0;0;0;0;0;21;0;;;S;S
004340;SAND HAV SPRING CAFE 39/40;HAVAIANAS;17/03/2012;12,96;19;14,9995;46,6;0;0;21/11/2016;00001;0;A;N;S;7891224477067;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0034;0,0034;0,0034;0,0034;15;15;15;15;N;;0;0;0;0;;;;12,96;0;0;0;0;0;12,96;0;;;S;S
004341;SAND HAV SLIM ORGANIC 37/38;HAVAIANAS;17/03/2012;14,65;24;24;63,82;0;0;05/02/2016;00001;0;A;N;S;7895265923675;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;24;24;24;24;N;;0;0;0;0;;;;14,65;0;0;0;0;0;14,65;0;;;S;S
004342;SAND HAV YPE AZUL ACIZENTADO 35/6;HAVAIANAS;17/03/2012;12,71;17;0;33,75;0;0;24/10/2012;00001;0;A;N;S;7895265382847;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;12,71;0;0;0;0;0;12,71;0;;;S;S
004343;SAND HAV RETRO  37/38;HAVAIANAS;17/03/2012;19;27;27;42,11;0;0;03/08/2017;00001;0;A;N;S;7891224877270;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0004;-0,0004;-0,0004;-0,0004;16,5;16,5;16,5;16,5;N;;0;0;0;0;;;;19;0;0;0;0;0;19,04;0;;;S;S
004344;SAND HAV TOP BRANCO 37/38;HAVAIANAS;17/03/2012;12,54;18;18,0001;43,54;0;0;12/09/2018;00001;0;A;N;S;7891109714485;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0008;-0,0008;-0,0008;-0,0008;18;18;18;18;N;;0;0;0;0;;;;12,54;0;0;0;0;0;12,54;0;;;S;S
004345;SAND HAV MAX STREET 41/42;HAVAIANAS;17/03/2012;14,17;21;22;48,2;0;0;30/11/2017;00001;0;A;N;S;7890541079671;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0028;-0,0028;-0,0028;-0,0028;17;17;17;17;N;;0;0;0;0;;;;14,17;0;0;0;0;0;14,675;0;;;S;S
004346;SAND HAV SPRING CAFE 37/38;HAVAIANAS;17/03/2012;12,96;18,9994;16,5001;46,6;0;0;04/12/2016;00001;0;A;N;S;7891224477050;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0034;0,0034;0,0034;0,0034;19;19;19;19;N;;0;0;0;0;;;;12,96;0;0;0;0;0;12,96;0;;;S;S
004347;SAND HAV SLIM RETRO BRANCO/MARINHO 37/38;HAVAIANAS;17/03/2012;18,4;26;26;41,3;0;0;22/11/2016;00001;0;A;N;S;7891224588114;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0004;-0,0004;-0,0004;-0,0004;16,5;16,5;16,5;16,5;N;;0;0;0;0;;;;18,4;0;0;0;0;0;18,4;0;;;S;S
004348;SAND HAV SLIM GEOMETRICA 37/38 ROSA;HAVAIANAS;17/03/2012;13,58;20;20;47,28;0;0;23/01/2018;00001;0;A;N;S;7893249700519;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0008;0,0008;0,0008;0,0008;12;12;12;12;N;;0;0;0;0;;;;13,58;0;0;0;0;0;13,58;0;;;S;S
004349;SAND HAV STYLE BCO/ROSA 37/8;HAVAIANAS;17/03/2012;13,99;19;0;35,81;0;0;24/10/2012;00001;0;A;N;S;7895265389679;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;13,99;0;0;0;0;0;13,99;0;;;S;S
004350;SAND HAV TOP VIOLETA 37/8;HAVAIANAS;17/03/2012;8,46;11,5;11;35,93;0;0;24/10/2012;00001;0;A;N;S;7895265235785;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;8,46;0;0;0;0;0;8,46;0;;;S;S
004351;SAND HAV TOP METALICA MARINHO 35/6;HAVAIANAS;17/03/2012;8,47;12;0;41,68;0;0;24/10/2012;00001;0;A;N;S;7890541624864;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;8,47;0;0;0;0;0;8,47;0;;;S;S
004352;SAND HAV TOP TAMGERINA 35/6;HAVAIANAS;17/03/2012;8,47;11,5;0;35,7733;0;0;24/10/2012;00001;0;A;N;S;7891109791844;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;11,5;11,5;11,5;11,5;N;;0;0;0;0;;;;8,47;0;0;0;0;0;8,47;0;;;S;S
004353;LAMPADA PHLIPS 18 W;AVULSO;17/03/2012;1,12;2;2;78,57;0;0;19/02/2016;00001;0;A;N;S;0000006010589;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0008;0,0008;0,0008;0,0008;2;2;2;2;N;;0;0;0;0;;;;1,12;0;0;0;0;0;1,12;0;;;S;S
004354;POLPA DE FRUTA LARANJA;PRODUTOS;22/03/2012;1,05;1,4;1,4;33,33;5;0;25/08/2016;00001;0;A;N;S;0000000000011;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,6;1,6;1,6;1,6;N;;0;0;0;0;;;;1,05;0;0;0;0;0;1,05;0;;;S;S
004355;CERA INGLEZA EM PASTA PRETO;PRODUTOS;27/03/2012;0;6;0;0,5025;0;0;02/05/2016;00001;0;A;N;S;7891242480049;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;6;6;6;6;N;;0;0;0;0;;;;0;0;0;0;0;0;5,97;0;;;S;S
004356;AZEITE GALLO 200 ML(LATA);PRODUTOS;29/03/2012;9,24;13;11;40,69;10;0;29/03/2018;00001;0;A;N;S;5601252231058;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;10,6;10,6;10,6;10,6;N;;0;0;0;0;;;;9,24;0;0;0;0;0;9,24;0;;;S;S
004357;BISCOITO MARILAN BAUNY 335 GRS;PRODUTOS;29/03/2012;3,98;5,5;5,5;38,19;0;0;14/07/2016;00001;0;A;N;S;7896003701654;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;5;5;5;5;N;;0;0;0;0;;;;3,98;0;0;0;0;0;3,98;0;;;S;S
004358;IOGURTE ITAMBE MORANGO(BANDEIJA);PRODUTOS;04/04/2012;3,2;4,25;4,4999;32,81;-1;0;16/05/2018;00001;0;A;N;S;7896051122463;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0027;0,0027;0,0027;0,0027;4,5;4,5;4,5;4,5;N;;0;0;0;0;;;;3,2;0;0;0;0;0;3,2;0;;;S;S
004359;DANONINHO LIQUIDO;PRODUTOS;04/04/2012;1,18;1,55;1,55;31,36;0;0;29/05/2018;00001;0;A;N;S;7891025702153;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0031;-0,0031;-0,0031;-0,0031;1,55;1,55;1,55;1,55;N;;0;0;0;0;;;;1,18;0;0;0;0;0;1,18;0;;;S;S
004360;IOGURTE NESTLE MORANGO(LITRO);PRODUTOS;04/04/2012;5,88;8,2;8,2;39,46;0;0;16/05/2016;00001;0;A;N;S;7891000046760;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0024;-0,0024;-0,0024;-0,0024;0,85;0,85;0,85;0,85;N;;0;0;0;0;;;;5,88;0;0;0;0;0;5,88;0;;;S;S
004361;REFIL JARDIM EXOTICO;PRODUTOS;04/04/2012;3,26;8;5;145,3988;2;0;28/03/2017;00001;0;A;N;S;7894650004128;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;8;8;8;8;N;;0;0;0;0;;;;3,26;0;0;0;0;0;3,26;0;;;S;S
004362;LAMPADA TASCHIBRA 100W;PRODUTOS;04/04/2012;4,09;5,5;8,8498;34,47;3;0;11/01/2017;00001;0;A;N;S;7897079066111;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0028;0,0028;0,0028;0,0028;8,85;8,85;8,85;8,85;N;;0;0;0;0;;;;4,09;0;0;0;0;0;4,09;0;;;S;S
004363;LEITE COND CEMIL 198G;PRODUTOS;05/04/2012;2,29;3;2,75;31;3;0;17/10/2012;00001;0;A;N;S;7896590817059;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;2,29;0;0;0;0;0;2,29;0;;;S;S
004364;CONDICIONADOR ELSEVE SUPREME 4 D;PRODUTOS;13/04/2012;7,95;10;0;25,7862;0;0;23/08/2016;00001;0;A;N;S;7899706117753;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;10;10;10;10;N;;0;0;0;0;;;;7,95;0;0;0;0;0;2,11;0;;;S;S
004365;CADEADO (MINI);PRODUTOS;16/04/2012;2,66;4;0,75;50,38;0;0;02/09/2016;00001;0;A;N;S;0000419713852;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0027;0,0027;0,0027;0,0027;0,75;0,75;0,75;0,75;N;;0;0;0;0;;;;2,66;0;0;0;0;0;2,66;0;;;S;S
004366;LIMPADOR PERFUMADO AZULIM;AVULSO;16/04/2012;1,58;2;0;26,58;0;0;17/10/2012;00001;0;A;N;S;7897534811577;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;1,58;0;0;0;0;0;1,58;0;;;S;S
004367;TAPETE REALITY;PRODUTOS;18/04/2012;9,13;18;12;97,1522;1;0;06/02/2016;00001;0;A;N;S;7898922553208;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;18;18;18;18;N;;0;0;0;0;;;;9,13;0;0;0;0;0;9,13;0;;;S;S
004368;GELATINA APTI ABACAXI;PRODUTOS;23/04/2012;0,58;0,9;0,9;55,17;2;0;23/07/2016;00001;0;A;N;S;7896327514138;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0,9;0,9;0,9;0,9;N;;0;0;0;0;;;;0,58;0;0;0;0;0;0,58;0;;;S;S
004369;DOCE DE LEITE PASTOSO TRIANGULO 500G;AVULSO;23/04/2012;2,29;3;0;31;0;0;15/10/2012;00001;0;A;N;S;7896434920488;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;2,29;0;0;0;0;0;2,29;0;;;S;S
004370;SABONETE TOPZ INTIMO FRESH;AVULSO;27/04/2012;5,5;7,5;7,5;36,36;0;0;28/04/2016;00001;0;A;N;S;7898935462252;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;6,5;6,5;6,5;6,5;N;;0;0;0;0;;;;5,5;0;0;0;0;0;5,4;0;;;S;S
004371;CATCHUP FLAMBBOYANT;AVULSO;27/04/2012;2,91;4;4;37,46;25;0;20/02/2016;00001;0;A;N;S;7898922974072;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0014;-0,0014;-0,0014;-0,0014;2,65;2,65;2,65;2,65;N;;0;0;0;0;;;;2,91;0;0;0;0;0;2,91;0;;;S;S
004372;SAND HAV TOP RETRO  41/42 CINZA GELO;AVULSO;28/04/2012;17,3;25;2;44,51;0;0;31/10/2017;00001;0;A;N;S;7891224628797;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0011;-0,0011;-0,0011;-0,0011;2;2;2;2;N;;0;0;0;0;;;;17,3;0;0;0;0;0;17,3;0;;;S;S
004373;AZEITONA LA VIOLETERA 500G;PRODUTOS;03/05/2012;7,87;10,5;6,45;33,42;0;0;03/05/2012;00001;0;A;N;S;7891089100032;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;7,87;0;0;0;0;0;7,87;0;;;S;S
004374;WAFER TODDY CHOC/MORANGO;PRODUTOS;03/05/2012;1,98;2,75;2,7501;38,89;-1;0;20/09/2017;00001;0;A;N;S;7896071024730;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0027;-0,0027;-0,0027;-0,0027;2,75;2,75;2,75;2,75;N;;0;0;0;0;;;;1,98;0;0;0;0;0;1,98;0;;;S;S
004375;DES DOVE AEROSOL EXTRA FRESH;PRODUTOS;03/05/2012;12,78;17;12,7498;33,02;0;0;29/05/2018;00001;0;A;N;S;7791293012063;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0003;0,0003;0,0003;0,0003;17;17;17;17;N;;0;0;0;0;;;;12,78;0;0;0;0;0;12,78;0;;;S;S
004376;FIO DENTAL ENLACE MENTA;PRODUTOS;03/05/2012;3,51;5;4;42,45;0;0;18/03/2016;00001;0;A;N;S;7896480657376;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;1,5;1,5;1,5;1,5;N;;0;0;0;0;;;;3,51;0;0;0;0;0;3,51;0;;;S;S
004377;FIO DENTAL HILLO ENCERADO 100M;PRODUTOS;03/05/2012;1,67;2,5;2,5;49,7;1;0;20/10/2016;00001;0;A;N;S;7896444211118;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0014;-0,0014;-0,0014;-0,0014;2,5;2,5;2,5;2,5;N;;0;0;0;0;;;;1,67;0;0;0;0;0;1,67;0;;;S;S
004378;GARRAFA ALADIN 05 LITROS;PRODUTOS;03/05/2012;13,98;22;18;57,3677;1;0;14/09/2018;00001;0;A;N;S;7891108035369;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;22;22;22;22;N;;0;0;0;0;;;;13,98;0;0;0;0;0;13,98;0;;;S;S
004379;GEL PARA CABELO NY LOOKS;PRODUTOS;03/05/2012;4,39;6;1,35;36,67;0;0;21/06/2018;00001;0;A;N;S;7896235320425;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;-0,0036;-0,0036;-0,0036;-0,0036;1,35;1,35;1,35;1,35;N;;0;0;0;0;;;;4,39;0;0;0;0;0;4,39;0;;;S;S
004380;GELATINA DOCE MENOR MORANGO DIET;PRODUTOS;03/05/2012;0,96;1,35;0;40,63;0;0;16/10/2012;00001;0;A;N;S;7896060037758;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;0,96;0;0;0;0;0;0,96;0;;;S;S
004381;GELATINA DOCE MENOR UVA DIET;PRODUTOS;03/05/2012;0,96;1,35;0;40,63;0;0;16/10/2012;00001;0;A;N;S;7896060034450;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;0;0;0;0;N;;0;0;0;0;;;;0,96;0;0;0;0;0;0,96;0;;;S;S
004382;FITA DENTAL HILLO TRAD;PRODUTOS;03/05/2012;1;2;0;100;-1;0;10/02/2016;00001;0;A;N;S;7896444211132;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;2;2;2;2;N;;0;0;0;0;;;;1;0;0;0;0;0;1;0;;;S;S
004383;PANO DE PRATO COM SUBLIMACAO;PRODUTOS;03/05/2012;3,5;5;27;42,86;-1;0;23/02/2017;00001;0;A;N;S;7892035000406;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;27;27;27;27;N;;0;0;0;0;;;;3,5;0;0;0;0;0;3,5;0;;;S;S
004384;PALMITO ICOARACI PICADINHO;PRODUTOS;03/05/2012;14,57;16,5;18,9;13,2464;0;0;29/04/2016;00001;0;A;N;S;7896485200164;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0;0;0;0;16,5;16,5;16,5;16,5;N;;0;0;0;0;;;;14,57;0;0;0;0;0;14,57;0;;;S;S
004385;SELETA DE LEGUMES BONDUELLE;PRODUTOS;03/05/2012;1,05;1,4;0;33,33;0;0;05/04/2016;00001;0;A;N;S;3083681015676;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;N;N;1;0;;;0;0,0025;0,0025;0,0025;0,0025;1,4;1,4;1,4;1,4;N;;0;0;0;0;;;;1,05;0;0;0;0;0;1,05;0;;;S;S
